Agente,Ponto / Grupo,Data,Hora,Ativa C (kWh),Ativa G (kWh),Qualidade,Origem
CP PTR CHARANGA,RJCPCHENTR101 (L),28/01/2020,24,0.626,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,1,0.611,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,2,0.621,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,3,0.61,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,4,0.615,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,5,0.624,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,6,0.607,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,7,0.538,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,8,0.53,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,9,0.515,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,10,1.325,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,11,6.513,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,12,7.252,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,13,8.151,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,14,8.011,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,15,0.608,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,16,0.507,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,17,0.522,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,18,0.542,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,19,0.54,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,20,0.54,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,21,0.551,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,22,0.6,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,23,0.633,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),29/01/2020,24,0.643,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,1,0.653,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,2,0.648,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,3,0.614,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,4,0.621,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,5,0.624,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,6,0.613,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,7,0.571,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,8,0.547,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,9,0.517,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,10,0.515,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,11,0.537,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,12,0.527,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,13,0.528,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,14,0.512,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,15,0.54,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,16,0.516,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,17,0.529,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,18,5.356,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,19,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,20,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,21,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,22,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,23,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),30/01/2020,24,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,1,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,2,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,3,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,4,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,5,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,6,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,7,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,8,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,9,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,10,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,11,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,12,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,13,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,14,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,15,,,Faltante,DADOS FALTANTES
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,16,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,17,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,18,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,19,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,20,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,21,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,22,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,23,0,0,Completo,COLETA DIÁRIA
CP PTR CHARANGA,RJCPCHENTR101 (L),31/01/2020,24,0,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,1,30.151,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,2,29.56,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,3,29.767,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,4,29.439,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,5,29.443,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,6,29.102,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,7,25.301,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,8,24.785,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,9,24.546,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,10,24.799,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,11,24.236,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,12,26.164,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,13,24.518,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,14,24.636,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,15,26.415,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,16,29.731,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,17,92.507,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,18,134.108,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,19,137.755,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,20,142.136,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,21,143.803,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,22,139.665,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,23,141.502,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),01/01/2020,24,150.692,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,1,146.172,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,2,144.194,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,3,147.312,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,4,148.696,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,5,141.891,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,6,141.975,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,7,136.776,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,8,135.547,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,9,134.616,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,10,134.852,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,11,138.532,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,12,137.331,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,13,137.929,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,14,138.051,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,15,138.905,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,16,140.897,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,17,139.672,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,18,144.727,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,19,148.776,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,20,148.516,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,21,151.17,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,22,147.989,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,23,139.915,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),02/01/2020,24,149.447,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,1,153.312,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,2,149.681,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,3,144.803,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,4,142.224,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,5,141.987,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,6,143.361,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,7,136.103,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,8,136.387,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,9,136.16,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,10,137.454,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,11,138.554,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,12,138.724,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,13,139.195,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,14,136.772,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,15,136.276,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,16,140.024,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,17,141.708,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,18,144.256,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,19,146.947,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,20,149.482,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,21,147.118,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,22,142.601,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,23,144.087,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),03/01/2020,24,145.486,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,1,146.993,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,2,144.72,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,3,145.277,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,4,142.997,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,5,143.073,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,6,140.75,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,7,135.267,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,8,138.255,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,9,136.935,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,10,139.783,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,11,141.735,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,12,137.226,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,13,134.896,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,14,137.6,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,15,135.478,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,16,137.933,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,17,137.41,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,18,140.217,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,19,144.65,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,20,142.878,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,21,143.455,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,22,143.652,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,23,142.925,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),04/01/2020,24,152.205,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,1,153.513,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,2,152.372,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,3,144.007,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,4,143.518,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,5,146.109,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,6,144.283,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,7,137.605,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,8,135.009,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,9,138.162,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,10,138.163,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,11,140.106,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,12,139.384,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,13,139.369,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,14,141.547,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,15,140.875,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,16,142.564,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,17,141.837,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,18,142.564,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,19,140.655,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,20,145.547,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,21,144.064,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,22,143.071,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,23,142.961,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),05/01/2020,24,144.529,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,1,150.502,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,2,142.857,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,3,142.258,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,4,142.034,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,5,141.924,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,6,143.786,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,7,136.328,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,8,135.491,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,9,134.487,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,10,135.216,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,11,136.894,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,12,137.891,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,13,139.871,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,14,138.763,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,15,139.715,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,16,138.519,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,17,137.509,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,18,136.848,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,19,142.955,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,20,143.484,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,21,141.399,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,22,142.02,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,23,142.971,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),06/01/2020,24,146.245,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,1,147.263,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,2,146.651,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,3,146.456,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,4,146.411,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,5,145.761,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,6,144.885,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,7,137.915,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,8,140.577,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,9,138.834,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,10,137.606,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,11,138.399,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,12,140.348,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,13,139.411,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,14,139.857,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,15,142.028,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,16,142.696,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,17,141.358,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,18,138.443,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,19,143.494,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,20,146.362,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,21,145.381,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,22,144.17,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,23,144.337,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),07/01/2020,24,154.199,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,1,150.886,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,2,151.055,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,3,147.428,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,4,144.542,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,5,144.075,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,6,143.376,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,7,138.344,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,8,139.576,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,9,137.272,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,10,139.82,0,Completo,COLETA DIÁRIA
CP PTR ETDI,RJCPPDENTR101 (L),08/01/2020,11,139.777,0,Completo,COLETA DIÁRIA
